Transaction_ID,Transaction_Date,Contract_ID,Transaction_Type,Amount
ZydkP7,2021-01-29,q9GFz6,Domestic Wire,86795.67399632305
ipsU1v,2021-01-30,2yW4Ac,Domestic Wire,36064.97679548904
d8cEAj,2021-01-31,L56nGi,TDC,140164.99268975668
F43MTf,2021-02-01,L56nGi,Withdraw,92287.91041690145
RSjZwA,2021-02-02,q9GFz6,Domestic Wire,80577.10405223127
cNDyDd,2021-02-03,2yW4Ac,International Wire,88691.54146500837
gEXjbc,2021-02-04,L56nGi,Domestic Wire,109653.24341275706
MNiOug,2021-02-05,Y1t9Ew,Deposit,47135.776824200475
SJPwmy,2021-02-06,q9GFz6,Domestic Wire,60034.04880130573
YXXFh4,2021-02-07,L56nGi,Domestic Wire,31871.64047178076
dNSDNO,2021-02-08,q9GFz6,Deposit,28335.854379110257
7vPhRT,2021-02-09,Y1t9Ew,TDC,141683.67230259808
NsY2i9,2021-02-10,Y1t9Ew,Domestic Wire,111062.84385986849
6yZs6V,2021-02-11,Y1t9Ew,Deposit,73823.59188832628
39RZhH,2021-02-12,q9GFz6,Deposit,34498.48688201182
3YmcYz,2021-02-13,Y1t9Ew,Deposit,38526.29402467374
CxWmDw,2021-02-14,L56nGi,TDC,9175.359468419405
YOe9c5,2021-02-15,Y1t9Ew,Deposit,65445.285520939055
7cFq5b,2021-02-16,L56nGi,Withdraw,47113.48435811834
8HQKK4,2021-02-17,q9GFz6,International Wire,104603.35157791119
nofX04,2021-02-18,Y1t9Ew,Withdraw,56973.8999742259
4OXGSH,2021-02-19,2yW4Ac,Domestic Wire,27350.749795165404
AGt8hj,2021-02-20,L56nGi,TDC,4189.469894504018
B5KB7f,2021-02-21,L56nGi,TDC,10553.819903755662
7gAegA,2021-02-22,2yW4Ac,TDC,102069.21963803581
XjU9bY,2021-02-23,L56nGi,Domestic Wire,68327.67826112878
CBRAbF,2021-02-24,2yW4Ac,Deposit,80718.59206075397
639uUq,2021-02-25,L56nGi,Domestic Wire,134552.35830953115
fwehwS,2021-02-26,Y1t9Ew,Deposit,148555.6726358073
bwwla1,2021-02-27,q9GFz6,Deposit,32926.099167571854
o0xeM5,2021-02-28,Y1t9Ew,Withdraw,99630.19136346507
jnanQR,2021-03-01,L56nGi,Deposit,39866.695322204025
U85hVa,2021-03-02,2yW4Ac,Domestic Wire,3587.324420126438
sxSb7M,2021-03-03,Y1t9Ew,Deposit,113877.60874850315
o2jlDh,2021-03-04,Y1t9Ew,Domestic Wire,48342.56404795894
EwT9qi,2021-03-05,q9GFz6,TDC,57827.85217869875
b9nxvE,2021-03-06,2yW4Ac,Withdraw,88453.40847626406
9ss749,2021-03-07,2yW4Ac,Deposit,124741.74405781047
JOulLf,2021-03-08,2yW4Ac,TDC,94532.78561687673
gILtky,2021-03-09,L56nGi,TDC,130961.2729893856
5j8iZo,2021-03-10,Y1t9Ew,Domestic Wire,41394.53420493755
uGppWl,2021-03-11,2yW4Ac,TDC,119808.00166992827
sxAQc3,2021-03-12,Y1t9Ew,TDC,28252.573673739855
iMbzeS,2021-03-13,2yW4Ac,Deposit,142942.3527173057
eiAtJA,2021-03-14,q9GFz6,International Wire,103279.49731997839
V7jLBt,2021-03-15,2yW4Ac,Deposit,32718.39772847699
OwfpCO,2021-03-16,2yW4Ac,International Wire,142131.90327809416
xO8Hdy,2021-03-17,q9GFz6,TDC,109762.9431121386
AaA9U5,2021-03-18,Y1t9Ew,International Wire,38464.27556795636
uCnxs8,2021-03-19,2yW4Ac,TDC,32390.140616438555
Ef8lYg,2021-03-20,2yW4Ac,Deposit,77971.00673263415
rhJMSj,2021-03-21,q9GFz6,Domestic Wire,4336.57634915247
YSC7zl,2021-03-22,L56nGi,International Wire,31516.776278445857
XABlp9,2021-03-23,L56nGi,Withdraw,63990.47757835018
Dv7Hjw,2021-03-24,q9GFz6,Domestic Wire,56438.41205996672
DOOfEW,2021-03-25,Y1t9Ew,International Wire,69804.5259425392
nsa1SC,2021-03-26,q9GFz6,TDC,42005.49159106242
NDanth,2021-03-27,2yW4Ac,TDC,88224.25979549624
XOtIMj,2021-03-28,2yW4Ac,TDC,129646.41308552309
BTWEfR,2021-03-29,Y1t9Ew,TDC,18071.012466323948
FW9oIW,2021-03-30,q9GFz6,TDC,77848.17651954007
zrObhr,2021-03-31,Y1t9Ew,Deposit,20244.181898600422
4Qcaqz,2021-04-01,q9GFz6,International Wire,107670.52233829275
H4LTzC,2021-04-02,2yW4Ac,Domestic Wire,59710.925569690415
gVqws3,2021-04-03,2yW4Ac,International Wire,85030.48612284708
WR6mMf,2021-04-04,Y1t9Ew,International Wire,27900.335514004753
ceYqtI,2021-04-05,q9GFz6,Deposit,22154.740021834896
vhH3p5,2021-04-06,2yW4Ac,Deposit,73464.41395701871
6WkeA3,2021-04-07,2yW4Ac,TDC,53664.10430856836
ssHiKH,2021-04-08,q9GFz6,TDC,141094.57581529554
OnIgA9,2021-04-09,Y1t9Ew,International Wire,114916.1254441413
OIzVX5,2021-04-10,Y1t9Ew,Deposit,112425.21116765682
YrsCxK,2021-04-11,Y1t9Ew,Domestic Wire,135606.10109201705
OikhSh,2021-04-12,L56nGi,International Wire,12971.654098581774
yzLDiJ,2021-04-13,Y1t9Ew,Deposit,83052.77425339978
QtwOEV,2021-04-14,Y1t9Ew,International Wire,87879.17230888744
AnEFSG,2021-04-15,2yW4Ac,Deposit,144309.48859281073
uFP9dC,2021-04-16,q9GFz6,International Wire,44176.055255486055
tjVFd4,2021-04-17,Y1t9Ew,Domestic Wire,36503.9025973593
NnbwEz,2021-04-18,L56nGi,Deposit,15493.944368691924
4a2HeR,2021-04-19,2yW4Ac,Withdraw,2956.2296239253933
3fR8V7,2021-04-20,Y1t9Ew,TDC,139464.6328604325
Qzaxch,2021-04-21,Y1t9Ew,Deposit,100652.52371534106
Nar3OS,2021-04-22,L56nGi,International Wire,117880.3603474591
sU5ojW,2021-04-23,L56nGi,TDC,42618.65081021539
KsmgBD,2021-04-24,2yW4Ac,International Wire,88168.31984485584
TvykvA,2021-04-25,L56nGi,Deposit,10061.312285086678
P5RBjC,2021-04-26,Y1t9Ew,International Wire,73101.32559222613
7TjHui,2021-04-27,q9GFz6,Deposit,146635.5233917948
n6lCwY,2021-04-28,L56nGi,Deposit,131537.5341748303
yBZFyU,2021-04-29,Y1t9Ew,TDC,51054.76329960842
oYmC8n,2021-04-30,2yW4Ac,Deposit,144254.73810395403
LTd5yc,2021-05-01,q9GFz6,Domestic Wire,35139.393157445076
oOf3lx,2021-05-02,2yW4Ac,Withdraw,142423.16395114438
dVORlo,2021-05-03,Y1t9Ew,Domestic Wire,141235.96685362153
NtNfT3,2021-05-04,q9GFz6,Deposit,119980.78680918255
GWsX44,2021-05-05,2yW4Ac,Withdraw,94751.96656158527
wADdOS,2021-05-06,Y1t9Ew,International Wire,131206.05101042957
HQ9P9J,2021-05-07,2yW4Ac,International Wire,44306.53253391561
7V7BLD,2021-05-08,L56nGi,Domestic Wire,127417.06151928127
FqTEnv,2021-05-09,Y1t9Ew,TDC,92872.56544166981
rccdkw,2021-05-10,q9GFz6,Withdraw,2478.9102349554737
asPaie,2021-05-11,Y1t9Ew,Withdraw,52411.41093086683
YBRoMz,2021-05-12,q9GFz6,TDC,22647.058711750673
J6oDmv,2021-05-13,L56nGi,International Wire,147283.49377782884
MgM4fY,2021-05-14,2yW4Ac,Deposit,72016.36090247822
uuID5u,2021-05-15,q9GFz6,International Wire,74860.00914205007
qbHcmx,2021-05-16,2yW4Ac,Deposit,96101.14120160918
fn3Hwm,2021-05-17,Y1t9Ew,International Wire,55603.39861637782
1mqRUV,2021-05-18,Y1t9Ew,Withdraw,20966.59061699704
ttH3yq,2021-05-19,q9GFz6,Withdraw,123406.6011125397
Ew3Tpc,2021-05-20,L56nGi,Deposit,28882.262829462314
t7JeaD,2021-05-21,Y1t9Ew,International Wire,76942.18789069518
FUCd6Z,2021-05-22,2yW4Ac,Deposit,34035.39583172352
AFDChf,2021-05-23,Y1t9Ew,Deposit,15127.75043185809
fpg0Wj,2021-05-24,Y1t9Ew,International Wire,129397.63185454166
A46nCN,2021-05-25,L56nGi,Deposit,145951.46360895797
e0BJW4,2021-05-26,2yW4Ac,Deposit,144144.7813804185
1zc9lp,2021-05-27,q9GFz6,International Wire,136030.04713356626
Foi13r,2021-05-28,Y1t9Ew,Domestic Wire,116220.0762384465
7wuBgJ,2021-05-29,Y1t9Ew,Domestic Wire,50305.20022828197
5sNIYm,2021-05-30,Y1t9Ew,TDC,12624.657803205517
TsXCGM,2021-05-31,L56nGi,Domestic Wire,61382.5551263642
DIOqro,2021-06-01,Y1t9Ew,International Wire,35219.00425455594
bhNYTg,2021-06-02,Y1t9Ew,Deposit,20306.901396318455
lUApns,2021-06-03,q9GFz6,International Wire,8487.363677130375
4VQaVI,2021-06-04,q9GFz6,Withdraw,108976.35744948153
GB2dhy,2021-06-05,2yW4Ac,International Wire,2208.4050644421386
PrhVKw,2021-06-06,q9GFz6,Domestic Wire,115701.82190116505
oRTTIQ,2021-06-07,2yW4Ac,TDC,22468.52348735607
soV15p,2021-06-08,q9GFz6,Deposit,12388.551346719985
eHtRuo,2021-06-09,2yW4Ac,Deposit,13895.653618671506
xOEsLk,2021-06-10,2yW4Ac,Domestic Wire,100971.14719941022
iZaJGu,2021-06-11,Y1t9Ew,TDC,37182.39787300029
xLObZi,2021-06-12,L56nGi,Withdraw,63370.65026867472
4zjlGe,2021-06-13,2yW4Ac,TDC,83826.63430292558
iWnY6X,2021-06-14,L56nGi,TDC,129152.40048740467
FKXSnp,2021-06-15,Y1t9Ew,Domestic Wire,109193.11727534358
Ui0oWy,2021-06-16,2yW4Ac,TDC,40914.021833187835
wMLiOF,2021-06-17,2yW4Ac,Deposit,20156.678494023578
56gN1b,2021-06-18,L56nGi,TDC,8778.460902969093
HMwFDt,2021-06-19,Y1t9Ew,Domestic Wire,45588.9958549009
a9oJPk,2021-06-20,L56nGi,TDC,39686.6633113319
Q4FZ9V,2021-06-21,L56nGi,TDC,68693.01473667171
EIuT2f,2021-06-22,q9GFz6,Deposit,102650.55966437823
qiMzTm,2021-06-23,q9GFz6,Deposit,104496.00412300914
0uYsy8,2021-06-24,q9GFz6,Domestic Wire,42886.06756403391
dncuUV,2021-06-25,Y1t9Ew,International Wire,57299.079907068015
9pv3CQ,2021-06-26,Y1t9Ew,Deposit,27582.068779667003
UQQoqw,2021-06-27,q9GFz6,Domestic Wire,118387.55408982455
QktbwK,2021-06-28,Y1t9Ew,TDC,8998.787426769426
IdUOjw,2021-06-29,Y1t9Ew,Deposit,104701.0876378856
bFOdbp,2021-06-30,q9GFz6,Withdraw,116914.96169319496
cao8Pu,2021-07-01,q9GFz6,Domestic Wire,116722.4304963886
e0dwQB,2021-07-02,q9GFz6,Withdraw,39283.67336963056
i57nCB,2021-07-03,L56nGi,Deposit,56385.06412091794
jwtlPv,2021-07-04,q9GFz6,Withdraw,88346.14546186016
UYVAya,2021-07-05,q9GFz6,International Wire,41286.87441245782
A5qIIZ,2021-07-06,L56nGi,Deposit,55942.493483074366
VRTDWc,2021-07-07,q9GFz6,TDC,29959.614887753127
K6hA9y,2021-07-08,Y1t9Ew,Domestic Wire,69248.45462152311
kaGiN3,2021-07-09,Y1t9Ew,Withdraw,7169.539037490055
QG1USj,2021-07-10,2yW4Ac,International Wire,120069.48474330739
fvp110,2021-07-11,L56nGi,Withdraw,12004.988824501594
lp8b9Z,2021-07-12,Y1t9Ew,Deposit,78065.85475031314
5kVY1R,2021-07-13,2yW4Ac,Withdraw,46368.10988200682
JkTfB7,2021-07-14,q9GFz6,Domestic Wire,86842.67085029063
3MgNOD,2021-07-15,2yW4Ac,Withdraw,143935.28445459704
TjNMcq,2021-07-16,L56nGi,Withdraw,97012.75154617257
vZVUyb,2021-07-17,q9GFz6,TDC,5786.684145445892
O74cFf,2021-07-18,L56nGi,International Wire,64845.16470645515
wsQjDp,2021-07-19,2yW4Ac,Withdraw,76747.51942157841
GwkVWz,2021-07-20,Y1t9Ew,TDC,80658.53545816608
vrZF8z,2021-07-21,q9GFz6,Withdraw,102368.18033527376
atH5sJ,2021-07-22,q9GFz6,Withdraw,42000.61661089903
EcXIKJ,2021-07-23,Y1t9Ew,International Wire,19764.65453721487
q7RcDz,2021-07-24,2yW4Ac,Withdraw,59205.013643790604
UhzwFd,2021-07-25,L56nGi,International Wire,143482.65555799435
brVcqR,2021-07-26,Y1t9Ew,Withdraw,28476.068316751287
RLSX7s,2021-07-27,Y1t9Ew,International Wire,135645.60126177143
RWnWHH,2021-07-28,q9GFz6,Withdraw,81798.98953656029
vy1qnh,2021-07-29,q9GFz6,International Wire,68808.25753604199
KvZ987,2021-07-30,2yW4Ac,Deposit,132365.19082936848
pLRUIR,2021-07-31,Y1t9Ew,Withdraw,69061.2922844036
4wk635,2021-08-01,q9GFz6,TDC,108763.06167342572
jv2V0a,2021-08-02,q9GFz6,Withdraw,60154.28559461375
L0dKj8,2021-08-03,2yW4Ac,Withdraw,135654.63673869317
wxsOsu,2021-08-04,2yW4Ac,TDC,103658.74051858849
FYzMBk,2021-08-05,2yW4Ac,Withdraw,105093.49711045226
aYjKcC,2021-08-06,L56nGi,Deposit,49494.200032789275
iv7a8U,2021-08-07,Y1t9Ew,TDC,113638.40708916493
E68Q0Q,2021-08-08,L56nGi,TDC,95591.12778934762
XqVNme,2021-08-09,2yW4Ac,International Wire,36383.03087026658
J7Br81,2021-08-10,L56nGi,International Wire,24500.553961545833
lHkeQO,2021-08-11,Y1t9Ew,TDC,119560.5254403411
kLh8GO,2021-08-12,Y1t9Ew,TDC,143895.40715376576
YIMyWB,2021-08-13,L56nGi,Withdraw,68991.7546753764
rtsaBX,2021-08-14,L56nGi,Deposit,88852.1327158909
0Tr8qI,2021-08-15,Y1t9Ew,International Wire,128729.5353069364
HJuvmT,2021-08-16,q9GFz6,Domestic Wire,68854.90627640163
YBYj2a,2021-08-17,L56nGi,Withdraw,142805.23428649406
WGjYQS,2021-08-18,2yW4Ac,Withdraw,86574.79872570843
7YKyxD,2021-08-19,Y1t9Ew,Deposit,123204.68454484659
8cJ6AO,2021-08-20,q9GFz6,International Wire,136372.13590270438
NZZWo5,2021-08-21,Y1t9Ew,Domestic Wire,122420.81090590105
bxH8kR,2021-08-22,2yW4Ac,International Wire,24332.462285618913
mOwOSF,2021-08-23,2yW4Ac,International Wire,94520.31663972422
bUVpK5,2021-08-24,Y1t9Ew,Deposit,60065.921663641726
prl8W7,2021-08-25,2yW4Ac,Withdraw,9875.586327490182
AeKCpV,2021-08-26,q9GFz6,Deposit,63892.82165753137
TC3G5Z,2021-08-27,q9GFz6,International Wire,39173.267999966454
ZTg9mk,2021-08-28,2yW4Ac,Domestic Wire,127431.22711006236
C7e7BO,2021-08-29,Y1t9Ew,Withdraw,5479.041668731081
z8rqB4,2021-08-30,Y1t9Ew,Deposit,143867.9169185893
WXwNuf,2021-08-31,Y1t9Ew,TDC,53627.64284655348
tbFaWq,2021-09-01,q9GFz6,Domestic Wire,53827.68011518016
mWzyBX,2021-09-02,L56nGi,TDC,2941.1111512143298
OORyS4,2021-09-03,L56nGi,International Wire,28192.232622809497
0cLDw1,2021-09-04,2yW4Ac,Domestic Wire,60488.2953701395
KiKTru,2021-09-05,q9GFz6,Domestic Wire,139429.06688675573
0bzE6H,2021-09-06,2yW4Ac,Withdraw,15392.432068080063
icfK3w,2021-09-07,2yW4Ac,International Wire,141822.5792551224
xaemTh,2021-09-08,q9GFz6,Deposit,130488.53531672152
QIEcu7,2021-09-09,q9GFz6,Domestic Wire,68397.27833767899
1298bu,2021-09-10,2yW4Ac,Deposit,49341.78182435488
z5iWOr,2021-09-11,L56nGi,International Wire,35295.247327218996
AQjMjz,2021-09-12,L56nGi,International Wire,92362.47361829272
3tGdki,2021-09-13,Y1t9Ew,TDC,5444.65142558809
5i6ETP,2021-09-14,L56nGi,Deposit,2833.1066348008185
TWUcU0,2021-09-15,2yW4Ac,Deposit,64604.960513486556
Hc0JSV,2021-09-16,q9GFz6,Withdraw,10677.074059220671
SOy8lw,2021-09-17,2yW4Ac,International Wire,38165.17774279089
ZL0ffJ,2021-09-18,2yW4Ac,International Wire,33563.55684423954
l0qmZq,2021-09-19,2yW4Ac,International Wire,38352.08346156636
uSTqYq,2021-09-20,q9GFz6,International Wire,20092.757066681035
H7D6jW,2021-09-21,Y1t9Ew,Withdraw,2299.415323199313
5CJjcO,2021-09-22,L56nGi,TDC,17764.902422242838
LlPGc5,2021-09-23,Y1t9Ew,International Wire,92962.7987971558
Wu08em,2021-09-24,L56nGi,Domestic Wire,146151.30381629852
PYDNpZ,2021-09-25,Y1t9Ew,TDC,148556.57773335362
DHkTv6,2021-09-26,q9GFz6,Withdraw,61653.58725827271
PiEXJd,2021-09-27,q9GFz6,TDC,24861.686693967502
If0Hva,2021-09-28,Y1t9Ew,TDC,95994.88272629613
0XfgBM,2021-09-29,2yW4Ac,Withdraw,73800.6493090362
wKCv1y,2021-09-30,L56nGi,Domestic Wire,148416.7617040225
Gx13Oh,2021-10-01,2yW4Ac,International Wire,10262.978969191141
iu7blU,2021-10-02,q9GFz6,Domestic Wire,117593.54852791506
ibv4Mm,2021-10-03,q9GFz6,International Wire,43615.57535105834
cAPdSt,2021-10-04,2yW4Ac,Withdraw,36592.08370144781
Yy6dMX,2021-10-05,q9GFz6,Deposit,99544.43344413505
YTkw61,2021-10-06,q9GFz6,Withdraw,37286.446156149184
7eAdCw,2021-10-07,L56nGi,TDC,100045.93807509856
M5NWqR,2021-10-08,2yW4Ac,International Wire,77837.62332174217
tK2ZDA,2021-10-09,Y1t9Ew,Withdraw,63901.30377115947
lbDZqm,2021-10-10,2yW4Ac,Domestic Wire,83425.82739488214
8yewgh,2021-10-11,Y1t9Ew,Deposit,43414.20222798464
bwblzN,2021-10-12,Y1t9Ew,Domestic Wire,106132.91858781035
SP5auD,2021-10-13,Y1t9Ew,Domestic Wire,62521.10196536782
YJV3SF,2021-10-14,2yW4Ac,TDC,54401.561292640894
Ef2dI3,2021-10-15,L56nGi,International Wire,124384.2087260828
zYY27q,2021-10-16,L56nGi,International Wire,138782.55333700223
bPHg10,2021-10-17,q9GFz6,Withdraw,7378.09297765089
fvw9gE,2021-10-18,2yW4Ac,TDC,35277.73542804994
9cj6HO,2021-10-19,2yW4Ac,Withdraw,52603.64573913821
Zs9cay,2021-10-20,q9GFz6,International Wire,122337.48866585198
vk8JSj,2021-10-21,2yW4Ac,TDC,147830.968432673
klX6kO,2021-10-22,q9GFz6,International Wire,145361.26984821758
Rp847N,2021-10-23,q9GFz6,TDC,135789.77765971408
v8bE94,2021-10-24,Y1t9Ew,Deposit,44835.16162707247
ORzcop,2021-10-25,q9GFz6,Deposit,148805.68089046387
Osvk9p,2021-10-26,Y1t9Ew,International Wire,37788.296137939455
wok4AD,2021-10-27,Y1t9Ew,TDC,16332.970154893716
x4KiyK,2021-10-28,q9GFz6,Withdraw,142667.41535278142
Xak7La,2021-10-29,q9GFz6,Deposit,35396.328192480396
RyTZlj,2021-10-30,q9GFz6,Withdraw,103620.35562912369
bb0uGa,2021-10-31,q9GFz6,Deposit,9224.275667598005
cdX7hK,2021-11-01,q9GFz6,International Wire,109741.01031955768
NjXjRY,2021-11-02,L56nGi,Withdraw,132317.17174390904
yYbABK,2021-11-03,2yW4Ac,TDC,41229.315872161395
6RvTp7,2021-11-04,q9GFz6,Deposit,57169.00596357557
ixGnIz,2021-11-05,L56nGi,TDC,56457.279406476955
eiAKQw,2021-11-06,Y1t9Ew,Domestic Wire,112443.8445022499
9gB5Bp,2021-11-07,L56nGi,Withdraw,36052.18275958631
Eyo6zp,2021-11-08,L56nGi,Deposit,26192.03830762263
PEz6Le,2021-11-09,2yW4Ac,TDC,67669.10147881684
1qr4Hx,2021-11-10,q9GFz6,International Wire,46018.02690290927
IbMNXE,2021-11-11,L56nGi,Domestic Wire,125958.77377766854
4prcNu,2021-11-12,L56nGi,Domestic Wire,36042.40298933799
3Zz9Og,2021-11-13,q9GFz6,TDC,75607.22389464459
I42djT,2021-11-14,Y1t9Ew,Withdraw,141416.24815484058
zbXAU3,2021-11-15,Y1t9Ew,International Wire,95282.65581282678
zB7gTD,2021-11-16,2yW4Ac,TDC,130159.7661166385
MDkkvE,2021-11-17,2yW4Ac,TDC,141061.34855853772
AkL63s,2021-11-18,q9GFz6,TDC,112739.34685200962
WGh7xw,2021-11-19,2yW4Ac,TDC,105086.47150360033
jOwXEO,2021-11-20,2yW4Ac,TDC,145210.85220733195
HWdm49,2021-11-21,L56nGi,TDC,149162.91805232808
qlULus,2021-11-22,L56nGi,International Wire,68047.34155912907
yOcsJB,2021-11-23,q9GFz6,International Wire,11095.031838539151
cRAryU,2021-11-24,2yW4Ac,TDC,44272.70770035757
nwiihN,2021-11-25,Y1t9Ew,International Wire,23277.028500315704
wkbBKz,2021-11-26,q9GFz6,Deposit,62914.21303200376
DePTTR,2021-11-27,L56nGi,Deposit,20127.754606751776
eXBIUJ,2021-11-28,q9GFz6,Domestic Wire,90815.61170112186
ikjnko,2021-11-29,L56nGi,Deposit,57729.804844099184
bHi0Fw,2021-11-30,L56nGi,Domestic Wire,134360.1897010874
54NVsT,2021-12-01,q9GFz6,International Wire,145185.30343387602
YvRhZ9,2021-12-02,2yW4Ac,TDC,82259.29279957862
621AX3,2021-12-03,q9GFz6,TDC,41586.12369520569
q5kvOG,2021-12-04,Y1t9Ew,Deposit,89038.4476048946
9vISj6,2021-12-05,2yW4Ac,International Wire,134565.79315454926
yVVJtp,2021-12-06,L56nGi,Withdraw,61306.63520244437
46ywy8,2021-12-07,Y1t9Ew,TDC,83035.70236544964
EGt9AA,2021-12-08,2yW4Ac,International Wire,41112.08875711881
0gRjja,2021-12-09,L56nGi,TDC,68588.90034277903
LMOT74,2021-12-10,Y1t9Ew,Deposit,60556.17353925
HgSXPS,2021-12-11,q9GFz6,Withdraw,37637.813029904166
nMPMGh,2021-12-12,q9GFz6,TDC,76127.0243818836
rSUNky,2021-12-13,2yW4Ac,International Wire,46901.93348398181
fYcah5,2021-12-14,q9GFz6,Domestic Wire,56268.71215017175
x0UEug,2021-12-15,2yW4Ac,TDC,78983.08111701251
RCxLSq,2021-12-16,q9GFz6,Domestic Wire,112713.95592788362
QFZXo7,2021-12-17,2yW4Ac,International Wire,50359.36613579566
kJJ05e,2021-12-18,2yW4Ac,TDC,138661.73560980416
X2G64k,2021-12-19,Y1t9Ew,Withdraw,129416.6227519674
b0P2k4,2021-12-20,q9GFz6,Deposit,7779.199248341517
HAMQnC,2021-12-21,Y1t9Ew,Deposit,38419.557376395
TRzqbL,2021-12-22,q9GFz6,International Wire,67197.25914255068
i6yk4C,2021-12-23,q9GFz6,Withdraw,16141.869366999876
Kd6y7Z,2021-12-24,q9GFz6,Withdraw,52597.16036050781
fPLzvo,2021-12-25,Y1t9Ew,Deposit,111144.58007984354
G3DcEN,2021-12-26,L56nGi,Domestic Wire,102236.91493085246
gr1GFJ,2021-12-27,Y1t9Ew,International Wire,93546.47207061772
PzEqlo,2021-12-28,Y1t9Ew,Withdraw,106723.99620699068
Ixkt2M,2021-12-29,q9GFz6,TDC,31136.091200475414
16jDe9,2021-12-30,2yW4Ac,International Wire,51583.86817227745
eEzK8A,2021-12-31,q9GFz6,Deposit,101598.2511004807
JfqEo0,2022-01-01,q9GFz6,TDC,131945.5970731834
hsjxZg,2022-01-02,2yW4Ac,International Wire,81779.86904730024
iQ3d0Q,2022-01-03,q9GFz6,International Wire,42763.597816357724
iLJmac,2022-01-04,L56nGi,Domestic Wire,5020.171071894397
3zJSWM,2022-01-05,Y1t9Ew,TDC,106695.3559316449
FTSg7E,2022-01-06,Y1t9Ew,Deposit,1678.6734745118363
Jw3Xv3,2022-01-07,Y1t9Ew,International Wire,56215.52093823883
gRapoF,2022-01-08,L56nGi,Domestic Wire,79815.31357713588
1troaF,2022-01-09,Y1t9Ew,Deposit,138355.66353419537
w89G7v,2022-01-10,2yW4Ac,TDC,13879.434482418566
fetKBo,2022-01-11,Y1t9Ew,Deposit,61188.377134258415
Vx9y3W,2022-01-12,q9GFz6,TDC,4134.823356668587
jos7mV,2022-01-13,q9GFz6,Deposit,51720.34215906775
XEQ4Yw,2022-01-14,Y1t9Ew,TDC,93523.54329654934
syNi1X,2022-01-15,L56nGi,International Wire,42220.658260175456
hzwG3E,2022-01-16,2yW4Ac,TDC,31857.617473517446
oPTxO6,2022-01-17,q9GFz6,Deposit,17797.6333824005
wBrwzX,2022-01-18,L56nGi,Withdraw,86782.4664810411
XTs3gE,2022-01-19,2yW4Ac,Deposit,104442.86588275056
5shCjw,2022-01-20,2yW4Ac,Deposit,100957.59251907544
7pVl79,2022-01-21,Y1t9Ew,Deposit,142354.72259771585
vFohRy,2022-01-22,Y1t9Ew,Withdraw,904.1304770786535
yDGD7K,2022-01-23,q9GFz6,Deposit,97255.89975715839
1NoRzG,2022-01-24,2yW4Ac,Deposit,90258.63944609712
tFouHR,2022-01-25,L56nGi,International Wire,88516.57169055808
afEuz5,2022-01-26,2yW4Ac,Domestic Wire,144434.16281611624
8o09Bd,2022-01-27,L56nGi,Withdraw,3022.3151688209346
KXcAfq,2022-01-28,L56nGi,Withdraw,104624.12338986679
mUulhl,2022-01-29,L56nGi,Deposit,122144.95813042858
ZSxbo8,2022-01-30,L56nGi,Withdraw,76716.17589492683
cayIai,2022-01-31,L56nGi,Withdraw,50427.74800472297
h0MM76,2022-02-01,Y1t9Ew,TDC,118730.60440249703
mfVDm2,2022-02-02,2yW4Ac,Domestic Wire,15037.817382047486
aH5N2A,2022-02-03,L56nGi,Withdraw,66584.32784062382
